,Synset16,PoS,Palabra,TagCount
509,05017234,n,aplauso,4
510,05329225,n,grito,2
511,05534547,n,oleada,3
512,02247873,n,pancarta,1
513,04779688,n,apellido,1
514,02543063,n,podium,1
515,02412359,n,centro,8
516,06235973,n,fila,2
517,04445071,n,recuerdo,4
518,00027339,n,aparición,3
519,05975517,n,familia,8
520,04879303,n,programa,3
521,03732812,n,diversidad,1
522,10367157,n,necesidad,13
523,05973283,n,sociedad,14
524,06691078,n,mundo,1
525,07043346,n,estadounidense,18
526,07664782,n,vicepresidente,2
527,04548473,n,ideal,1
528,02693529,n,antorcha,1
529,10355477,n,liderazgo,1
530,00017487,n,acto,14
531,06618700,n,Michigan,10
532,05975241,n,clan,1
533,07236672,n,patriarca,1
534,07563953,n,senador,12
535,07127521,n,hermano,9
536,04750884,n,palabra,3
537,00104850,n,elección,2
538,06103316,n,público,10
539,07432658,n,sobrina,1
540,03662887,n,entusiasmo,2
541,07207615,n,delegado,3
542,00687814,n,descanso,4
543,05261047,n,frase,2
544,05032854,n,crítica,10
545,00236696,n,extensión,3
546,06084772,n,servicio,8
547,00686953,n,reclamación,5
548,05387341,n,reivindicación,4
549,05454715,n,éxito,4
550,00511429,n,candidatura,25
551,00509919,n,campaña,23
552,06624712,n,Nueva_Jersey,1
553,04710672,n,conservadurismo,1
554,07208789,n,demócrata,8
555,04118055,n,labio,2
556,09580808,n,impuesto,19
557,00263789,n,práctica,1
558,06998898,n,judío,1
559,50000630,n,vicepresidencia,1
560,05974106,n,raza,4
561,04402548,n,duda,3
562,04884887,n,historial,2
563,06605075,n,Connecticut,1
564,00787171,n,defensa,4
565,00781577,n,compromiso,2
566,04565571,n,religión,3
567,00002086,n,ser,1
568,03685960,n,imagen,10
569,03727288,n,semejanza,1
570,07497477,n,reverendo,1
571,04696462,n,postura,2
572,07199293,n,papá,1
573,07094006,n,bebé,2
574,06287351,n,ciudad,39
575,05387111,n,protesta,2
576,03426236,n,calle,5
577,05051824,n,causa,1
578,00629628,n,bombardeo,2
579,06515909,n,Iraq,1
580,05369860,n,altercado,1
581,50002066,n,guardameta,2
582,04357044,n,sueño,7
583,00182783,n,carrera,11
584,05554348,n,partido,108
585,03038089,n,portería,6
586,05598965,n,satisfacción,1
587,00029100,n,ida,7
588,03396704,n,estadio,21
589,10943650,n,minuto,39
590,03893540,n,silencio,2
591,05479076,n,fallecimiento,1
592,05596105,n,ilusión,3
593,10898122,n,instante,2
594,05478453,n,triunfo,30
595,07293634,n,portero,6
596,07620124,n,suplente,3
597,50005915,n,encuentro,7
598,00182783,n,trayectoria,1
599,06116890,n,división,6
600,04586055,n,maleficio,2
601,50001161,n,españolista,1
602,07165420,n,compañero,1
603,10865473,n,baja,5
604,10257548,n,lesión,15
605,04312269,n,dedo,2
606,06248399,n,racha,4
607,10391300,n,oportunidad,11
608,05596105,n,alegría,2
609,50001167,n,afición,3
610,10849807,n,futuro,33
611,04454237,n,premonición,1
612,06107600,n,club,22
613,00304700,n,fútbol,31
614,04014190,n,romanticismo,1
615,04563224,n,filosofía,2
616,06660574,n,aliciente,1
617,00799933,n,sesión,9
618,07505579,n,patrocinador,2
619,04462889,n,selección,21
620,05049646,n,declaración,3
621,00148822,n,cierre,6
622,00718494,n,traspaso,7
623,00787586,n,patrocinio,3
624,03340699,n,camiseta,3
625,03731593,n,diferencia,11
626,00717352,n,negociación,5
627,07522867,n,fichaje,2
628,07592357,n,hijo,3
629,05427502,n,logotipo,1
630,07171285,n,regidor,1
631,07217113,n,directivo,7
632,07507504,n,fiscal,13
633,04043948,n,"alizedlemma=""tráfico_de_influencias",3
634,03820287,n,prevaricación,2
635,00496188,n,malversación,1
636,09614312,n,caudal,1
637,02872007,n,cárcel,6
638,00775201,n,juicio,3
639,00224903,n,desvío,1
640,06106524,n,consistorio,1
641,05378080,n,pregunta,15
642,05072928,n,condición,5
643,00092823,n,reconocimiento,1
644,09633406,n,letra,7
645,10884278,n,mañana,16
646,07059160,n,procesado,2
647,07091430,n,auditor,2
648,00789600,n,representación,7
649,09947291,n,resto,30
650,04387608,n,conocimiento,5
651,04025511,n,importancia,10
652,10917007,n,ejercicio,5
